City,Postal Code,Sub-Category,Product Name,Sales,Quantity,Discount,Year,Month
Chicago,60653,Paper,Xerox 1903,19.136,4,0.2,2011,10
Harrisonburg,22801,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",23.08,2,0.0,2014,5
Rockville,20852,Phones,AT&T 17929 Lendline Telephone,90.48,2,0.0,2013,2
Des Moines,98198,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,2013,9
Des Moines,98198,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",65.94,3,0.0,2013,9
Philadelphia,19134,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,11.352,3,0.2,2014,12
Columbus,47201,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0.0,2012,6
Springfield,65807,Envelopes,Staples,16.56,2,0.0,2013,9
Springfield,65807,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,279.95,5,0.0,2013,9
Henderson,42420,Storage,"SAFCO Commercial Wire Shelving, Black",828.84,6,0.0,2011,4
Lakewood,44107,Binders,Insertable Tab Post Binder Dividers,7.218,3,0.7,2012,11
Lakewood,44107,Supplies,Acme Titanium Bonded Scissors,27.2,4,0.2,2012,11
Omaha,68104,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,0.0,2011,11
Henderson,42420,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,318.08,4,0.0,2013,2
Henderson,42420,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8,1,0.0,2013,2
Santa Ana,92704,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,6,0.2,2014,9
Santa Ana,92704,Paper,Xerox 192,19.44,3,0.0,2014,9
Springfield,22153,Art,Newell 318,5.56,2,0.0,2014,11
Suffolk,23434,Storage,Tennsco Industrial Shelving,146.73,3,0.0,2012,2
Suffolk,23434,Paper,Xerox 1920,29.9,5,0.0,2012,2
Los Angeles,90049,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,2,0.2,2013,9
Houston,77041,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,93.032,2,0.8,2013,9
Houston,77041,Chairs,High-Back Leather Manager's Chair,454.965,5,0.3,2013,9
Cary,27511,Phones,Cisco Small Business SPA 502G VoIP phone,246.168,3,0.2,2012,12
Springfield,45503,Storage,Safco Industrial Shelving,295.4,5,0.2,2013,9
Louisville,40214,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",348.56,8,0.0,2014,10
Troy,45373,Paper,Xerox 1999,15.552,3,0.2,2012,6
Troy,45373,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94,6,0.5,2012,6
Detroit,48227,Phones,Polycom CX300 Desktop Phone USB VoIP phone,299.98,2,0.0,2012,6
Detroit,48227,Binders,Catalog Binders with Expanding Posts,403.68,6,0.0,2012,6
Detroit,48227,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",41.9,2,0.0,2012,6
Detroit,48227,Labels,Avery 491,28.91,7,0.0,2012,6
Bloomington,47401,Paper,Xerox 213,32.4,5,0.0,2011,4
Dallas,75081,Phones,Clarity 53712,369.544,7,0.2,2014,10
Dallas,75081,Paper,Xerox 1993,10.368,2,0.2,2014,10
Dallas,75081,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,791.88,3,0.2,2014,10
Houston,77041,Art,Lumber Crayons,23.64,3,0.2,2012,11
Houston,77041,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2,0.2,2012,11
Houston,77041,Furnishings,Tenex Chairmats For Use with Hard Floors,64.96,5,0.6,2012,11
Houston,77041,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,10,0.8,2012,11
Houston,77041,Storage,Fellowes Recycled Storage Drawers,177.648,2,0.2,2012,11
Houston,77041,Machines,Canon PC170 Desktop Personal Copier,287.91,3,0.4,2012,11
Haltom City,76117,Supplies,Fiskars Spring-Action Scissors,22.368,2,0.2,2012,5
Haltom City,76117,Paper,Xerox 1978,32.368,7,0.2,2012,5
Haltom City,76117,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,207.984,2,0.2,2012,5
Richmond,23223,Envelopes,Pastel Pink Envelopes,36.4,5,0.0,2011,10
Richmond,23223,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,22.96,2,0.0,2011,10
Richmond,23223,Storage,Space Solutions Industrial Galvanized Steel Shelving.,315.2,4,0.0,2011,10
Richmond,23223,Binders,Wilson Jones Standard D-Ring Binders,15.18,3,0.0,2011,10
Los Angeles,90049,Phones,Motorola L703CM,623.96,5,0.2,2013,2
Philadelphia,19140,Phones,Wilson Electronics DB Pro Signal Booster,429.6,2,0.4,2014,1
Philadelphia,19140,Furnishings,12-1/2 Diameter Round Wall Clock,31.968,2,0.2,2014,1
Philadelphia,19140,Chairs,Global Comet Stacking Arm Chair,887.271,3,0.3,2014,1
Philadelphia,19140,Paper,Strathmore Photo Mount Cards,21.696,4,0.2,2014,1
Los Angeles,90036,Labels,Avery 488,22.05,7,0.0,2013,6
Los Angeles,90036,Paper,Xerox Blank Computer Paper,99.9,5,0.0,2013,6
Los Angeles,90032,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0.0,2014,3
San Francisco,94109,Paper,"Southworth 100% Résumé Paper, 24lb.",7.78,1,0.0,2014,11
Philadelphia,19120,Binders,Binding Machine Supplies,78.759,9,0.7,2013,11
Houston,77070,Furnishings,Staples,9.552,3,0.6,2013,8
Houston,77070,Furnishings,OIC Stacking Trays,5.344,4,0.6,2013,8
Las Cruces,88001,Art,BIC Brite Liner Highlighters,8.28,2,0.0,2012,11
Houston,77070,Storage,"Iris 3-Drawer Stacking Bin, Black",50.136,3,0.2,2014,5
Redmond,97756,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",88.074,7,0.7,2014,9
Cleveland,44105,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,301.47,3,0.5,2013,3
Cleveland,44105,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",18.656,2,0.2,2013,3
Laurel,20707,Furnishings,DAX Wood Document Frame,27.46,2,0.0,2014,5
Laurel,20707,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,125.13,3,0.0,2014,5
San Diego,92037,Phones,Toshiba IPT2010-SD IP Telephone,555.96,5,0.2,2012,8
Wilson,27893,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,129.552,3,0.2,2013,4
Wilson,27893,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,51.984,1,0.2,2013,4
Wilson,27893,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10.272,3,0.2,2013,4
Saint Petersburg,33710,Binders,Surelock Post Binders,18.336,2,0.7,2011,2
Saint Petersburg,33710,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,2011,2
Buffalo Grove,60089,Accessories,Logitech Gaming G510s - Keyboard,475.944,7,0.2,2011,9
Los Angeles,90049,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,159.98,2,0.0,2014,10
New York City,10011,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4,0.0,2013,9
Las Vegas,89115,Binders,Wilson Jones Impact Binders,8.288,2,0.2,2014,5
Las Vegas,89115,Phones,Motorola L703CM,1123.128,9,0.2,2014,5
Las Vegas,89115,Appliances,Fellowes Basic Home/Office Series Surge Protectors,64.9,5,0.0,2014,5
Naperville,60540,Binders,Acco Translucent Poly Ring Binders,2.808,3,0.8,2012,9
Burlington,5408,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2,0.0,2013,1
Burlington,5408,Art,4009 Highlighters,8.04,6,0.0,2013,1
Burlington,5408,Storage,Iceberg Mobile Mega Data/Printer Cart ,1564.29,13,0.0,2013,1
Detroit,48234,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,138.56,4,0.0,2011,6
Detroit,48234,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,65.52,5,0.1,2011,6
Avondale,85323,Art,Dixon Ticonderoga Core-Lock Colored Pencils,14.576,2,0.2,2012,9
Avondale,85323,Accessories,HP Standard 104 key PS/2 Keyboard,23.2,2,0.2,2012,9
Avondale,85323,Art,Newell 317,16.464,7,0.2,2012,9
Philadelphia,19140,Furnishings,Eldon 500 Class Desk Accessories,19.312,2,0.2,2013,8
Las Vegas,89115,Paper,Xerox 195,40.08,6,0.0,2011,1
Bangor,4401,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,101.96,2,0.0,2011,8
Bangor,4401,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,259.74,13,0.0,2011,8
Bangor,4401,Accessories,Maxell 4.7GB DVD-R,255.42,9,0.0,2011,8
Hendersonville,37075,Binders,Tuff Stuff Recycled Round Ring Binders,4.338,3,0.7,2013,8
Hendersonville,37075,Binders,Avery Durable Slant Ring Binders,11.88,5,0.7,2013,8
Eau Claire,54703,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",405.86,7,0.0,2013,12
Eau Claire,54703,Chairs,Hon GuestStacker Chair,680.01,3,0.0,2013,12
Chicago,60610,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376,3,0.2,2012,6
Chicago,60610,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,143.128,2,0.8,2012,6
San Diego,92037,Machines,Okidata MB760 Printer,4476.8,4,0.2,2013,6
San Diego,92037,Paper,Xerox 189,104.85,1,0.0,2013,6
San Diego,92037,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,3,0.0,2013,6
Jackson,39212,Paper,Xerox 1964,319.76,14,0.0,2013,3
Jackson,39212,Paper,Xerox 1964,45.68,2,0.0,2013,3
Oxnard,93030,Furnishings,Tenex Chairmats For Use With Carpeted Floors,31.96,2,0.0,2013,12
Oxnard,93030,Paper,Xerox 1886,47.9,1,0.0,2013,12
Oxnard,93030,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1112.94,3,0.0,2013,12
Oxnard,93030,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",22.92,3,0.0,2013,12
Kent,98031,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,0.2,2014,6
Kent,98031,Paper,Xerox 203,19.44,3,0.0,2014,6
Nashville,37211,Binders,Ibico Recycled Grain-Textured Covers,31.086,3,0.7,2013,3
New York City,10035,Phones,"SmartStand Mobile Device Holder, Assorted Colors",13.98,2,0.0,2013,11
New York City,10035,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,23.65,1,0.0,2013,11
Westminster,92683,Phones,Polycom VoiceStation 500 Conference phone,707.88,3,0.2,2014,8
Westminster,92683,Binders,Cardinal Holdit Business Card Pockets,11.952,3,0.2,2014,8
Westminster,92683,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",31.128,3,0.2,2014,8
Westminster,92683,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,55.76,4,0.0,2014,8
Westminster,92683,Paper,Xerox 1881,24.56,2,0.0,2014,8
Westminster,92683,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0.0,2014,8
Westminster,92683,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,1,0.2,2014,8
Westminster,92683,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,1473.1,5,0.0,2014,8
Allentown,18103,Supplies,Staples,3.488,2,0.2,2012,8
Allentown,18103,Accessories,Sabrent 4-Port USB 2.0 Hub,21.728,4,0.2,2012,8
Allentown,18103,Storage,"SAFCO Commercial Wire Shelving, Black",663.072,6,0.2,2012,8
Allentown,18103,Binders,GBC DocuBind P100 Manual Binding Machine,99.588,2,0.7,2012,8
Allentown,18103,Paper,Xerox 1979,49.568,2,0.2,2012,8
San Antonio,78207,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,29.372,7,0.8,2012,11
San Antonio,78207,Phones,Aastra 6757i CT Wireless VoIP phone,344.704,2,0.2,2012,11
Avondale,85323,Supplies,Acme Office Executive Series Stainless Steel Trimmers,47.992,7,0.2,2011,11
Avondale,85323,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",102.24,4,0.2,2011,11
San Jose,95123,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,39.96,2,0.0,2011,5
San Jose,95123,Phones,Wilson Electronics DB Pro Signal Booster,1432.0,5,0.2,2011,5
San Jose,95123,Supplies,Acme Design Stainless Steel Bent Scissors,41.04,6,0.0,2011,5
San Jose,95123,Chairs,Hon Pagoda Stacking Chairs,256.784,1,0.2,2011,5
Perth Amboy,8861,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,120.98,1,0.0,2013,10
Perth Amboy,8861,Binders,GBC ProClick 150 Presentation Binding System,315.98,1,0.0,2013,10
New York City,10011,Binders,GBC Personal VeloBind Strips,28.752,3,0.2,2013,10
New York City,10011,Art,Boston KS Multi-Size Manual Pencil Sharpener,114.95,5,0.0,2013,10
Los Angeles,90004,Art,"Sanford Colorific Colored Pencils, 12/Box",23.04,8,0.0,2013,12
Milford,6460,Art,Colorific Watercolor Pencils,15.48,3,0.0,2013,4
Milford,6460,Paper,Xerox 209,51.84,8,0.0,2013,4
Bloomington,61701,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,39.816,3,0.2,2014,8
Seattle,98105,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",16.06,1,0.0,2014,8
Burlington,52601,Envelopes,Pastel Pink Envelopes,7.28,1,0.0,2014,12
Burlington,52601,Binders,Wilson Jones Easy Flow II Sheet Lifters,5.4,3,0.0,2014,12
Roseville,95661,Paper,Xerox 223,19.44,3,0.0,2012,3
San Francisco,94110,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,2011,12
San Francisco,94110,Furnishings,DAX Natural Wood-Tone Poster Frame,79.44,3,0.0,2011,12
Philadelphia,19120,Labels,Self-Adhesive Address Labels for Typewriters with Dispenser Box,20.664,7,0.2,2014,10
Los Angeles,90049,Paper,Xerox 222,32.4,5,0.0,2013,11
Odessa,79762,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",13.762,1,0.8,2014,11
Minneapolis,55407,Envelopes,Security-Tint Envelopes,15.28,2,0.0,2014,11
Philadelphia,19120,Storage,Iris Project Case,44.688,7,0.2,2012,8
Philadelphia,19120,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,301.47,3,0.5,2012,8
Lafayette,70506,Labels,Avery 52,11.07,3,0.0,2014,10
Lafayette,70506,Tables,Bretford Rectangular Conference Table Tops,1504.52,4,0.0,2014,10
Lafayette,70506,Paper,Xerox 231,25.92,4,0.0,2014,10
Bryan,77803,Binders,GBC Standard Plastic Binding Systems' Combs,7.536,6,0.8,2014,11
Bryan,77803,Binders,Self-Adhesive Ring Binder Labels,1.408,2,0.8,2014,11
Bryan,77803,Binders,Wilson Jones Impact Binders,4.144,4,0.8,2014,11
Bryan,77803,Storage,Rogers Deluxe File Chest,52.752,3,0.2,2014,11
Los Angeles,90008,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,381.36,7,0.0,2014,3
Los Angeles,90049,Art,Prang Dustless Chalk Sticks,6.72,4,0.0,2011,11
Los Angeles,90045,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",15.192,3,0.2,2014,7
Los Angeles,90045,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),58.32,9,0.0,2014,7
Phoenix,85023,Binders,GBC DocuBind 300 Electric Binding Machine,946.764,6,0.7,2011,12
Los Angeles,90036,Furnishings,Ultra Door Pull Handle,94.68,9,0.0,2013,9
Los Angeles,90036,Storage,Akro Stacking Bins,23.67,3,0.0,2013,9
Los Angeles,90036,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,0.2,2013,9
Los Angeles,90036,Art,Blackstonian Pencils,18.69,7,0.0,2013,9
Los Angeles,90036,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,2013,9
Los Angeles,90036,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.312,1,0.2,2013,9
Columbus,43229,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",147.568,2,0.2,2014,2
Tallahassee,32303,Paper,Staples,56.784,7,0.2,2014,10
Tallahassee,32303,Binders,Avery Hole Reinforcements,5.607,3,0.7,2014,10
Tallahassee,32303,Art,Rogers Handheld Barrel Pencil Sharpener,6.576,3,0.2,2014,10
San Francisco,94122,Binders,Avery Hidden Tab Dividers for Binding Systems,14.304,6,0.2,2011,7
San Francisco,94122,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.833,1,0.15,2011,7
San Francisco,94122,Art,Prang Drawing Pencil Set,5.56,2,0.0,2011,7
San Francisco,94122,Paper,Xerox 1967,32.4,5,0.0,2011,7
San Francisco,94109,Art,Newell 350,9.84,3,0.0,2014,5
San Francisco,94109,Art,Newell 333,2.78,1,0.0,2014,5
New York City,10009,Binders,Presstex Flexible Ring Binders,3.64,1,0.2,2013,11
New York City,10009,Phones,BlackBerry Q10,881.93,7,0.0,2013,11
Marion,52302,Binders,"GBC White Gloss Covers, Plain Front",115.84,8,0.0,2013,12
Los Angeles,90008,Binders,Catalog Binders with Expanding Posts,107.648,2,0.2,2014,3
Pine Bluff,71603,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95,5,0.0,2014,9
Pine Bluff,71603,Paper,Xerox 225,12.96,2,0.0,2014,9
Columbia,65203,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,0.0,2011,2
Columbia,65203,Labels,Avery 483,14.94,3,0.0,2011,2
Columbia,65203,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0.0,2011,2
Columbia,65203,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,3,0.0,2011,2
Columbia,65203,Binders,VariCap6 Expandable Binder,51.9,3,0.0,2011,2
Columbia,65203,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0.0,2011,2
Aberdeen,57401,Supplies,Acme Titanium Bonded Scissors,25.5,3,0.0,2014,11
Seattle,98103,Chairs,"Global Leather Task Chair, Black",215.976,3,0.2,2014,9
Detroit,48227,Chairs,High-Back Leather Manager's Chair,389.97,3,0.0,2012,10
Detroit,48227,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,269.91,5,0.1,2012,10
Memphis,38109,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673,3,0.7,2014,11
Memphis,38109,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",64.848,7,0.2,2014,11
North Las Vegas,89031,Furnishings,"Master Caster Door Stop, Large Brown",14.56,2,0.0,2011,2
Freeport,11520,Chairs,Hon Comfortask Task/Swivel Chairs,102.582,1,0.1,2012,9
Freeport,11520,Paper,Xerox 1923,20.04,3,0.0,2012,9
New York City,10035,Binders,Avery Metallic Poly Binders,32.088,7,0.2,2014,8
New York City,10035,Binders,GBC DocuBind TL300 Electric Binding System,4305.552,6,0.2,2014,8
New York City,10024,Furnishings,OIC Stacking Trays,10.02,3,0.0,2013,5
New York City,10024,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,0.0,2013,5
Henderson,42420,Binders,GBC DocuBind 300 Electric Binding Machine,1577.94,3,0.0,2014,9
Albuquerque,87105,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85,7,0.0,2011,10
Delray Beach,33445,Storage,Advantus Rolling Drawer Organizers,184.704,6,0.2,2013,5
Delray Beach,33445,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,47.92,2,0.2,2013,5
Philadelphia,19140,Labels,Avery 483,15.936,4,0.2,2014,12
Philadelphia,19140,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",8.001,7,0.7,2014,12
Philadelphia,19140,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,398.972,2,0.3,2014,12
Seattle,98105,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,2,0.0,2013,9
Richmond,23223,Appliances,Hoover Commercial SteamVac,67.9,5,0.0,2014,9
West Palm Beach,33407,Paper,Embossed Ink Jet Note Cards,72.224,4,0.2,2013,12
Fort Collins,80525,Labels,Avery 519,11.696,2,0.2,2014,9
Franklin,53132,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0.0,2011,11
Monroe,28110,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",18.176,1,0.2,2012,11
Dallas,75081,Binders,GBC Plasticlear Binding Covers,6.888,3,0.8,2014,6
Dallas,75081,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",457.485,3,0.3,2014,6
Philadelphia,19134,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,1079.316,6,0.3,2014,12
San Francisco,94109,Paper,Xerox 1891,48.91,1,0.0,2011,4
Dover,19901,Art,Newell 351,9.84,3,0.0,2011,9
Dover,19901,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0.0,2011,9
Waco,76706,Binders,Acco Suede Grain Vinyl Round Ring Binder,0.556,1,0.8,2014,3
Hagerstown,21740,Binders,"Angle-D Binders with Locking Rings, Label Holders",43.8,6,0.0,2014,11
Cleveland,44105,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),13.872,3,0.2,2014,5
Cleveland,44105,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",115.96,4,0.5,2014,5
Mcallen,78501,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",41.424,2,0.2,2012,4
Mcallen,78501,Phones,Grandstream GXP2100 Mainstream Business Phone,244.768,4,0.2,2012,4
Mcallen,78501,Art,"Boston School Pro Electric Pencil Sharpener, 1670",74.352,3,0.2,2012,4
Mcallen,78501,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,2,0.8,2012,4
Mcallen,78501,Chairs,"Global Geo Office Task Chair, Gray",56.686,1,0.3,2012,4
Mcallen,78501,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,97.968,2,0.2,2012,4
Mcallen,78501,Art,Newell 348,7.872,3,0.2,2012,4
Mcallen,78501,Paper,Xerox 1994,15.552,3,0.2,2012,4
Mcallen,78501,Binders,GBC Plastic Binding Combs,1.476,1,0.8,2012,4
Santa Fe,87505,Art,Newell 323,8.4,5,0.0,2012,9
San Francisco,94110,Art,Newell 35,6.56,2,0.0,2011,3
San Francisco,94110,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,0.0,2011,3
San Francisco,94110,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,45.48,4,0.0,2011,3
San Francisco,94110,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",25.44,6,0.0,2011,3
New York City,10024,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,146.688,8,0.2,2013,8
Dallas,75220,Labels,Avery 511,4.928,2,0.2,2014,3
Dallas,75220,Art,Newell 345,63.488,4,0.2,2014,3
Detroit,48234,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",418.32,7,0.0,2012,11
Detroit,48234,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",123.858,2,0.1,2012,11
Philadelphia,19140,Phones,Clearsounds A400,118.782,3,0.4,2013,4
Philadelphia,19140,Supplies,Premier Automatic Letter Opener,769.184,4,0.2,2013,4
Carrollton,75007,Accessories,Microsoft Natural Keyboard Elite,47.904,1,0.2,2014,2
New York City,10009,Paper,Xerox 1977,13.36,2,0.0,2014,7
New York City,10009,Chairs,Office Star - Task Chair with Contemporary Loop Arms,163.764,2,0.1,2014,7
New York City,10009,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,183.92,4,0.0,2014,7
Houston,77041,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",11.376,3,0.6,2013,11
Houston,77041,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6,2013,11
Los Angeles,90036,Paper,Xerox 1909,211.04,8,0.0,2014,9
Los Angeles,90036,Chairs,GuestStacker Chair with Chrome Finish Legs,594.816,2,0.2,2014,9
Los Angeles,90036,Binders,Ibico Plastic Spiral Binding Combs,72.96,3,0.2,2014,9
Edmonds,98026,Furnishings,DAX Two-Tone Silver Metal Document Frame,80.96,4,0.0,2014,9
Edmonds,98026,Phones,Konftel 250 Conference phone - Charcoal black,455.712,2,0.2,2014,9
Edmonds,98026,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,25.98,1,0.0,2014,9
San Francisco,94110,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",45.28,4,0.0,2012,11
New York City,10035,Envelopes,Staples,15.56,2,0.0,2012,11
Springfield,97477,Phones,Wilson Electronics DB Pro Signal Booster,859.2,3,0.2,2013,9
Georgetown,40324,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",195.68,4,0.0,2014,9
Georgetown,40324,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",14.2,4,0.0,2014,9
Coral Springs,33065,Bookcases,Bush Somerset Collection Bookcase,314.352,3,0.2,2014,5
Coral Springs,33065,Labels,Avery 492,4.608,2,0.2,2014,5
San Francisco,94110,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,5,0.0,2014,9
San Francisco,94110,Binders,Accohide Poly Flexible Ring Binders,2.992,1,0.2,2011,10
San Francisco,94110,Binders,Avery Durable Slant Ring Binders With Label Holder,20.064,6,0.2,2011,10
San Francisco,94110,Paper,Xerox 1917,146.73,3,0.0,2011,10
San Francisco,94110,Labels,Avery 480,18.75,5,0.0,2011,10
San Francisco,94110,Phones,Panasonic KX TS208W Corded phone,117.576,3,0.2,2011,10
Riverside,92503,Binders,Cardinal EasyOpen D-Ring Binders,51.184,7,0.2,2013,3
Troy,45373,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,5,0.4,2014,2
Troy,45373,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,0.7,2014,2
Troy,45373,Phones,Vtech CS6719,57.594,1,0.4,2014,2
Troy,45373,Furnishings,Flat Face Poster Frame,30.144,2,0.2,2014,2
Troy,45373,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,0.3,2014,2
Moreno Valley,92553,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,842.72,8,0.0,2013,12
Moreno Valley,92553,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,2013,12
Seattle,98115,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,4,0.2,2013,9
Seattle,98115,Chairs,Global Deluxe Steno Chair,184.752,3,0.2,2013,9
Chicago,60623,Chairs,GuestStacker Chair with Chrome Finish Legs,520.464,2,0.3,2014,9
